RIN,Primary Key,Date  Occurred,Time  Occurred,Location,Area  Command,Nature of Contact,Reason Desc,R2R Level,Master Subject ID,Subject  Sex,Subject  Race,Subject  Ethnicity,Subject Conduct Desc,Subject Resistance,Weapon Used 1,Weapon Used 2,Weapon Used 3,Weapon Used 4,Weapon Used 5,Number  Shots,Effect on Officer,Officer  Organization Desc,Officer  Commission Date,Officer Yrs of Service,X-Coordinate,Y-Coordinate,Council District,CENSUS_TRACT,ZIP,COUNTY,county description
207259,20182660416,9/23/2018 0:00,454,410 PRIMROSE ST,ED,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,2,459371112: 20182660416,M,W,N,EDP/MENTALLY UNSTABLE,PASSIVE RESISTANCE,IMPACT MUNITION/BEANBAG RND-ENTER # SHOTS,,,,,1,NO COMPLAINT OF INJURY/PAIN,IDA 800 REG I PATROL,9/1/2018 0:00,0,3127945,10100937,4,18.06,78753,1,TRAVIS COUNTY
206759,20182660538,9/23/2018 0:00,750,11205 N LAMAR BLVD,ED,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,2,180956258: 20182660538,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE,CED - PRONGS-ENTER # CYCLES (use #shots field),,,,,,NO COMPLAINT OF INJURY/PAIN,EDWARD 100 REG II PATROL,3/20/2015 0:00,4,3131092,10112164,4,18.23,78753,1,TRAVIS COUNTY
206788,20182650042,9/22/2018 0:00,,300 BLOCK E 6TH ST,GE,5-VIEWED OFFENSE [non MV-Stop],"IN CUSTODY, MAINTAINING CONTROL",3,459670357: 20182650042,M,B,N,NO CONTRIBUTING CHARACTERISTICS,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,GEORGE 800 REG 1 NIGHTS,3/20/2015 0:00,4,3115154,10070604,9,-,78701,1,TRAVIS COUNTY
206786,20182650123,9/22/2018 0:00,,6402 BETTY COOK DR,ID,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,32509077: 20182650123,F,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEADLY RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 800 REG I PATROL,5/30/2014 0:00,4,3135164,10086623,1,-,78723,1,TRAVIS COUNTY
206789,20182650042,9/22/2018 0:00,,300 BLOCK E 6TH ST,GE,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459670357: 20182650042,M,B,N,NO CONTRIBUTING CHARACTERISTICS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 900 REG I NIGHTS,6/20/2008 0:00,10,3115154,10070604,9,-,78701,1,TRAVIS COUNTY
206779,20182650225,9/22/2018 0:00,,1500 BOULDIN AVE,DA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,230230563: 20182650225,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,CED - PRONGS MISSED-ENTER # CYCLES (use #shots field),,,,,1,NO COMPLAINT OF INJURY/PAIN,DAVID 800 REG IV PATROL,6/23/2017 0:00,1,3109452,10064588,9,13.05,78704,1,TRAVIS COUNTY
206821,20182650577,9/22/2018 0:00,904,1500 RED RIVER ST,BA,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,384041545: 20182650577,F,B,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,0,NO COMPLAINT OF INJURY/PAIN,BAKER 800 NIGHT REG I PATROL,12/22/2017 0:00,1,3116901,10073857,1,-,78701,1,TRAVIS COUNTY
206794,20182651879,9/22/2018 0:00,2339,11708 RYDALWATER LN,CH,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,1,252971183: 20182651879,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,CED - PRONGS-ENTER # CYCLES (use #shots field),,,,,1,NO COMPLAINT OF INJURY/PAIN,CHARLIE 800 REG III PATROL,6/23/2017 0:00,1,3154185,10103460,1,18.56,78754,1,TRAVIS COUNTY
206790,20182650042,9/22/2018 0:00,21,300 BLOCK E 6TH ST,GE,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459670357: 20182650042,M,B,N,NO CONTRIBUTING CHARACTERISTICS,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 800 REG 1 NIGHTS,5/29/2015 0:00,3,3115154,10070604,9,-,78701,1,TRAVIS COUNTY
206791,20182650042,9/22/2018 0:00,21,300 BLOCK E 6TH ST,GE,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459670357: 20182650042,M,B,N,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,CHILD ABUSE VIOL CRIMES INVEST,6/20/2008 0:00,10,3115154,10070604,9,-,78701,1,TRAVIS COUNTY
206793,20182650940,9/22/2018 0:00,1430,3210 E MARTIN LUTHER KING JR BLVD,CH,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,316148966: 20182650940,M,W,H,EDP/MENTALLY UNSTABLE,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,HENRY 100 REG III PATROL,6/20/2008 0:00,10,3126763,10076516,1,-,78723,1,TRAVIS COUNTY
206796,20182650796,9/22/2018 0:00,1230,13858 N US 183 HWY SVRD SB,AD,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,170070774: 20182650796,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,ADAM 100 REG II PATROL,11/13/2015 0:00,3,3095407,10142491,6,204.03,78750,2,WILLIAMSON COUNTY
206780,20182650225,9/22/2018 0:00,231,1500 BOULDIN AVE,DA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,230230563: 20182650225,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DAVID 800 REG IV PATROL,10/7/2011 0:00,7,3109452,10064588,9,13.05,78704,1,TRAVIS COUNTY
206792,20182650940,9/22/2018 0:00,1415,3210 E MARTIN LUTHER KING JR BLVD,CH,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,316148966: 20182650940,M,W,H,EDP/MENTALLY UNSTABLE,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,CHARLIE 100 REG III PATROL,6/18/2004 0:00,14,3126763,10076516,1,-,78723,1,TRAVIS COUNTY
207142,20182650940,9/22/2018 0:00,1415,3210 E MARTIN LUTHER KING JR BLVD,CH,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,316148966: 20182650940,M,W,H,EDP/MENTALLY UNSTABLE,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,HENRY 100 REG III PATROL,11/22/2002 0:00,16,3126763,10076516,1,-,78723,1,TRAVIS COUNTY
206787,20182650123,9/22/2018 0:00,529,6402 BETTY COOK DR,ID,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,32509077: 20182650123,F,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,IDA 800 REG I PATROL,10/28/2016 0:00,2,3135164,10086623,1,-,78723,1,TRAVIS COUNTY
206783,20182651442,9/22/2018 0:00,1916,1901 WILLOW CREEK DR,HE,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,314049781: 20182651442,M,W,N,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,CED - PRONGS MISSED-ENTER # CYCLES (use #shots field),CED - DRIVE STUN-ENTER # CYCLES (use #shots field),WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,1,NO COMPLAINT OF INJURY/PAIN,HENRY 400 REG III PATROL,6/23/2017 0:00,1,3119315,10058457,3,-,78741,1,TRAVIS COUNTY
206782,20182651213,9/22/2018 0:00,1646,W WILLIAM CANNON DR / S 1ST ST,FR,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,51255420: 20182651213,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 400 REG IV PATROL,7/8/2016 0:00,2,3100694,10044621,2,-,78745,1,TRAVIS COUNTY
206739,20182641919,9/21/2018 0:00,,714 E 6TH ST,GE,1-TRAFFIC STOP [Motor Vehicle Stop],"IN CUSTODY, MAINTAINING CONTROL",3,459683766: 20182641919,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,CED - PRONGS MISSED-ENTER # CYCLES (use #shots field),,,,,1,NO COMPLAINT OF INJURY/PAIN,DWI TEAM 1 REG III HWY ENFORCEMENT,3/21/2014 0:00,5,3116627,10070124,9,11,78701,1,TRAVIS COUNTY
206721,20182641686,9/21/2018 0:00,,10418 LAKE CREEK PKWY,AD,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,368443716: 20182641686,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,ADAM 500 REG II PATROL,12/12/2014 0:00,4,3095309,10140349,6,204.03,78750,2,WILLIAMSON COUNTY
206879,20182641686,9/21/2018 0:00,,10418 LAKE CREEK PKWY,AD,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,368443716: 20182641686,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,ADAM 600 EVENINGS REG II PATROL,6/18/2004 0:00,14,3095309,10140349,6,204.03,78750,2,WILLIAMSON COUNTY
206760,20182640017,9/21/2018 0:00,,8221 N IH 35 SVRD NB,ED,1-TRAFFIC STOP [Motor Vehicle Stop],OTHER (DOCUMENT IN SUPPLEMENT),3,219269740: 20182640017,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,EDWARD 400 REG II PATROL,10/30/2015 0:00,3,3128555,10098998,4,-,78753,1,TRAVIS COUNTY
207119,20182641919,9/21/2018 0:00,2300,714 E 6TH ST,GE,1-TRAFFIC STOP [Motor Vehicle Stop],"IN CUSTODY, MAINTAINING CONTROL",3,459683766: 20182641919,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 500 REG I EVENING,3/21/2014 0:00,5,3116627,10070124,9,11,78701,1,TRAVIS COUNTY
206795,20182641640,9/21/2018 0:00,2029,9500 SPIRIT OF AUSTIN LN,AP,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459463803: 20182641640,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 500 REG IV PATROL,3/20/2015 0:00,4,3138725,10050828,2,9800,78719,1,TRAVIS COUNTY
206719,20182641210,9/21/2018 0:00,1615,7309 CAMERON RD,ID,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459720768: 20182641210,M,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 400 REG I PATROL,11/30/2012 0:00,6,3130400,10093022,4,-,78752,1,TRAVIS COUNTY
206720,20182641210,9/21/2018 0:00,1615,7309 CAMERON RD,ID,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459720768: 20182641210,M,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 400 REG I PATROL,9/2/2018 0:00,0,3130400,10093022,4,-,78752,1,TRAVIS COUNTY
206781,20182640017,9/21/2018 0:00,18,8221 N IH 35 SVRD NB,ED,1-TRAFFIC STOP [Motor Vehicle Stop],OTHER (DOCUMENT IN SUPPLEMENT),3,219269740: 20182640017,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,EDWARD 400 REG II PATROL,12/13/2013 0:00,5,3128555,10098998,4,-,78753,1,TRAVIS COUNTY
206799,20182631440,9/20/2018 0:00,1915,500 E CESAR CHAVEZ ST,GE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,297009943: 20182631440,M,W,H,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 700 REG 1 EVENING,3/20/2015 0:00,4,3115352,10068645,9,-,78701,1,TRAVIS COUNTY
206619,20182621215,9/19/2018 0:00,,1911 W ANDERSON LN,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,241828346: 20182621215,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,VIOLENT CRIMES TASK FORCE,10/7/2011 0:00,7,3118595,10102094,7,15.04,78757,1,TRAVIS COUNTY
206639,20182621394,9/19/2018 0:00,,4501 E RIVERSIDE DR,HE,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,2,459157260: 20182621394,M,W,H,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,HENRY 500 REG III PATROL,12/22/2017 0:00,1,3121153,10058007,3,-,78741,1,TRAVIS COUNTY
206681,20182621831,9/19/2018 0:00,2315,2700 STECK AVE,BA,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,2,459109585: 20182621831,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,CED - PRONGS-ENTER # CYCLES (use #shots field),,,,,1,NO COMPLAINT OF INJURY/PAIN,DWI TEAM 2 REG III HWY ENFORCEMENT,3/22/2013 0:00,5,3116703,10105549,7,-,78757,1,TRAVIS COUNTY
206640,20182621581,9/19/2018 0:00,2032,6900 BRYN MAWR DR,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,2,383060055: 20182621581,M,B,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,AGGRESSIVE RESISTANCE; PREPARATORY RESISTANCE,IMPACT MUNITION/BEANBAG RND-ENTER # SHOTS,,,,,4,NO COMPLAINT OF INJURY/PAIN,IDA 300 REG I PATROL,12/22/2017 0:00,1,3137116,10088350,1,21.13,78723,1,TRAVIS COUNTY
206641,20182621581,9/19/2018 0:00,2032,6900 BRYN MAWR DR,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,2,383060055: 20182621581,M,B,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,AGGRESSIVE RESISTANCE; PREPARATORY RESISTANCE,IMPACT MUNITION/BEANBAG RND-ENTER # SHOTS,,,,,2,NO COMPLAINT OF INJURY/PAIN,IDA 600 REG I PATROL,9/2/2018 0:00,0,3137116,10088350,1,21.13,78723,1,TRAVIS COUNTY
206699,20182621215,9/19/2018 0:00,1635,1911 W ANDERSON LN,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,241828346: 20182621215,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 300 REG I PATROL,10/28/2016 0:00,2,3118595,10102094,7,15.04,78757,1,TRAVIS COUNTY
206679,20182621480,9/19/2018 0:00,1928,2900 PRESIDENTIAL BLVD,AP,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,191830864: 20182621480,M,W,H,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,COMPLAINT OF INJURY/PAIN,AIRPORT 400 REG II PATROL,2/12/2001 0:00,18,3138732,10050289,2,9800,78719,1,TRAVIS COUNTY
206680,20182621480,9/19/2018 0:00,1928,2900 PRESIDENTIAL BLVD,AP,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,191830864: 20182621480,M,W,H,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,AIRPORT 400 REG II PATROL,11/12/2010 0:00,8,3138732,10050289,2,9800,78719,1,TRAVIS COUNTY
206519,20182601332,9/17/2018 0:00,,E 7TH ST / SAN JACINTO BLVD,GE,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,2,295305650: 20182601332,M,B,N,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,CED - PRONGS-ENTER # CYCLES (use #shots field),,,,,3,NO COMPLAINT OF INJURY/PAIN,GEORGE 700 REG 1 EVENING,12/12/2014 0:00,4,3115183,10070857,9,-,78701,1,TRAVIS COUNTY
206700,20182600466,9/17/2018 0:00,,39 MARGRANITA CRES,BA,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,3,459521121: 20182600466,M,W,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,,BAKER 100 REG I PATROL,5/17/2013 0:00,5,3108707,10082264,10,16.03,78703,1,TRAVIS COUNTY
206502,20182601917,9/17/2018 0:00,15,7001 MILLRACE DR,CH,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,321652849: 20182601917,F,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,ADAM 800 REG II PATROL,11/22/2002 0:00,16,3141681,10085734,1,22.01,78724,1,TRAVIS COUNTY
206599,20182601332,9/17/2018 0:00,1803,E 7TH ST / SAN JACINTO BLVD,GE,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,295305650: 20182601332,M,B,N,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GANG SUPPRESSION UNIT OCD,4/23/2010 0:00,8,3115183,10070857,9,-,78701,1,TRAVIS COUNTY
206500,20182600466,9/17/2018 0:00,1008,39 MARGRANITA CRES,BA,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,3,459521121: 20182600466,M,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,BAKER 100 REG I PATROL,3/20/2015 0:00,3,3108707,10082264,10,16.03,78703,1,TRAVIS COUNTY
206501,20182601917,9/17/2018 0:00,2320,7001 MILLRACE DR,CH,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,321652849: 20182601917,F,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,CHARLIE 700 REG III PATROL,12/22/2017 0:00,1,3141681,10085734,1,22.01,78724,1,TRAVIS COUNTY
206499,20182600466,9/17/2018 0:00,932,39 MARGRANITA CRES,BA,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,3,459521121: 20182600466,M,W,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,BAKER 400 REG I PATROL,11/30/2012 0:00,6,3108707,10082264,10,16.03,78703,1,TRAVIS COUNTY
206439,20182590060,9/16/2018 0:00,,E 6TH ST / SAN JACINTO BLVD,GE,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,65668330: 20182590060,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,CRISIS INTERVENTION TEAM,3/22/2013 0:00,5,3115084,10070527,9,-,78701,1,TRAVIS COUNTY
207839,20182590318,9/16/2018 0:00,,418 S CONGRESS AVE,DA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,269682117: 20182590318,M,W,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DAVID 700 REG IV PATROL,12/13/2013 0:00,5,3113030,10066545,9,13.05,78704,1,TRAVIS COUNTY
206423,20182590267,9/16/2018 0:00,217,8312 N IH 35 SVRD SB,ED,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,317527537: 20182590267,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,EDWARD 800 REG II PATROL,10/28/2016 0:00,2,3128227,10099667,4,18.06,78753,1,TRAVIS COUNTY
206424,20182590267,9/16/2018 0:00,217,8312 N IH 35 SVRD SB,ED,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,317527537: 20182590267,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,EDWARD 800 REG II PATROL,12/22/2017 0:00,1,3128227,10099667,4,18.06,78753,1,TRAVIS COUNTY
209562,20182590060,9/16/2018 0:00,1225,E 6TH ST / SAN JACINTO BLVD,GE,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,,,,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 500 REG I EVENING,11/30/2012 0:00,6,3115084,10070527,9,-,78701,1,TRAVIS COUNTY
206459,20182581132,9/15/2018 0:00,,900 W 26TH ST,BA,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO DEFEND REPORTING OFFICER,3,459718763: 20182581132,F,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,MOTORS CENTRAL 2 HWY ENFORCEMENT,1/2/2009 0:00,10,3112953,10079063,9,6.03,78705,1,TRAVIS COUNTY
206426,20182580610,9/15/2018 0:00,,3226 W SLAUGHTER LN,FR,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,189203045: 20182580610,F,W,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 100 REG IV PATROL,10/19/2002 0:00,16,3082850,10038555,5,17.46,78748,1,TRAVIS COUNTY
207719,20182580545,9/15/2018 0:00,1615,5605 SPRINGDALE RD,CH,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,318636524: 20182580545,M,B,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,CHARLIE 100 REG III PATROL,7/8/2005 0:00,13,3135853,10082626,1,21.08,78723,1,TRAVIS COUNTY
